page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR,COUNT OF YEAR,YEARS ACTIVE,APPEARANCES PER YEAR,UNIVERSE
18836,Sujatmi Sunowaparti,\/wiki\/Sujatmi_Sunowaparti_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,5,"1994, December",1994,230,20,0.25,DC
307893,MacAlistaire,\/wiki\/MacAlistaire_(New_Earth),Public Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,5,"1994, January",1994,230,20,0.25,DC
307237,Penn Selkirk,\/wiki\/Penn_Selkirk_(New_Earth),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,5,"1994, July",1994,230,20,0.25,DC
128359,Clete Jenkins,\/wiki\/Clete_Jenkins_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,5,"1994, April",1994,230,20,0.25,DC
263308,Aaron Jase,\/wiki\/Aaron_Jase_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Deceased Characters,5,"1994, November",1994,230,20,0.25,DC
384674,Klali,\/wiki\/Klali_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Living Characters,5,"1994, June",1994,230,20,0.25,DC
263318,Russell Tenclouds,\/wiki\/Russell_Tenclouds_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,5,"1994, November",1994,230,20,0.25,DC
269375,Jeremy Baxter,\/wiki\/Jeremy_Baxter_(New_Earth),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,5,"1994, December",1994,230,20,0.25,DC
128156,Victor Zehrhard,\/wiki\/Victor_Zehrhard_(New_Earth),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,5,"1994, March",1994,230,20,0.25,DC
52614,David Manguy,\/wiki\/David_Manguy_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,5,"1994, February",1994,230,20,0.25,DC
391313,Dry (Soldiers of Misfortune),\/Dry_(Soldiers_of_Misfortune)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,5,Dec-94,1994,281,20,0.25,Marvel
95516,Old Woman,\/Old_Woman_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,5,Dec-94,1994,281,20,0.25,Marvel
354570,Cissie Guthrie,\/Cissie_Guthrie_(Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Female Characters,,Living Characters,5,Sep-94,1994,281,20,0.25,Marvel
68929,Ancestor,\/Ancestor_(Earth-616),Secret Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,5,Dec-94,1994,281,20,0.25,Marvel
728620,Doctor Yesterday,\/Doctor_Yesterday_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,5,Jul-94,1994,281,20,0.25,Marvel
59413,F.A.C.A.D.E.,\/F.A.C.A.D.E._(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,5,Jun-94,1994,281,20,0.25,Marvel
403218,General Obsidian,\/General_Obsidian_(Earth-616),Secret Identity,Bad Characters,Black Eyes,No Hair,Male Characters,,Living Characters,5,Nov-94,1994,281,20,0.25,Marvel
406570,Jamil,\/Jamil_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,5,Dec-94,1994,281,20,0.25,Marvel
392672,Light (Soldiers of Misfortune),\/Light_(Soldiers_of_Misfortune)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,5,Dec-94,1994,281,20,0.25,Marvel
4085,Louis Dexter,\/Louis_Dexter_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,5,Mar-94,1994,281,20,0.25,Marvel
34100,Psiphon,\/Psiphon_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,5,Feb-94,1994,281,20,0.25,Marvel
78692,Sea Leopard,\/Sea_Leopard_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Bald,Male Characters,,Living Characters,5,Jul-94,1994,281,20,0.25,Marvel
165141,Skar,\/Skar_(Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,5,Feb-94,1994,281,20,0.25,Marvel
700015,Spoiler,\/Spoiler_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Blond Hair,Male Characters,,Living Characters,5,Aug-94,1994,281,20,0.25,Marvel
173937,Sidrat-Al-Muntah,\/Sidrat-Al-Muntah_(Earth-616),Secret Identity,Good Characters,,Bald,Male Characters,,Living Characters,5,Sep-94,1994,281,20,0.25,Marvel
745847,Toshiro Mikashi,\/Toshiro_Mikashi_(Earth-616),Public Identity,Neutral Characters,,Grey Hair,Male Characters,,Living Characters,5,Aug-94,1994,281,20,0.25,Marvel
275822,Cricket Kelly,\/wiki\/Cricket_Kelly_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,4,"1994, July",1994,230,20,0.2,DC
130880,Terrence Pritchard,\/wiki\/Terrence_Pritchard_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,4,"1994, August",1994,230,20,0.2,DC
9244,Bocor,\/wiki\/Bocor_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,,Male Characters,,Deceased Characters,4,"1994, December",1994,230,20,0.2,DC
128213,Carlton Slater,\/wiki\/Carlton_Slater_(New_Earth),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,4,"1994, May",1994,230,20,0.2,DC
192640,Redzone,\/wiki\/Redzone_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,4,"1994, June",1994,230,20,0.2,DC
192762,Rockface,\/wiki\/Rockface_(New_Earth),Secret Identity,Bad Characters,White Eyes,,Male Characters,,Living Characters,4,"1994, June",1994,230,20,0.2,DC
5288,Sidearm,\/wiki\/Sidearm_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Deceased Characters,4,"1994, February",1994,230,20,0.2,DC
194129,Troll,\/wiki\/Troll_(New_Earth),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,,Deceased Characters,4,"1994, May",1994,230,20,0.2,DC
10222,Jeven Ognats (Post-Zero Hour),\/wiki\/Jeven_Ognats_(Post-Zero_Hour),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,4,"1994, October",1994,230,20,0.2,DC
339106,Fireball,\/Fireball_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,4,Jan-94,1994,281,20,0.2,Marvel
34679,Pandara,\/Pandara_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,4,Jan-94,1994,281,20,0.2,Marvel
171677,Phantome,\/Phantome_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,4,Jun-94,1994,281,20,0.2,Marvel
36939,Xaos,\/Xaos_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,4,May-94,1994,281,20,0.2,Marvel
745848,Miho Mikashi,\/Miho_Mikashi_(Earth-616),Secret Identity,Neutral Characters,,Black Hair,Female Characters,,Living Characters,4,Sep-94,1994,281,20,0.2,Marvel
437733,Aaron Thorne,\/Aaron_Thorne_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,4,Jul-94,1994,281,20,0.2,Marvel
165143,Codabac,\/Codabac_(Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,4,Jan-94,1994,281,20,0.2,Marvel
728619,Gargantua,\/Gargantua_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,4,Jun-94,1994,281,20,0.2,Marvel
4330,Harvest (Maurd),\/Harvest_(Maurd)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Deceased Characters,4,Jan-94,1994,281,20,0.2,Marvel
748150,Killobyte (Lester),\/Killobyte_(Lester)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4,Jun-94,1994,281,20,0.2,Marvel
339103,Laserworks,\/Laserworks_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,4,Jan-94,1994,281,20,0.2,Marvel
284303,Slaughter Boy,\/Slaughter_Boy_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Deceased Characters,4,Jul-94,1994,281,20,0.2,Marvel
16137,Prime Skrull,\/Prime_Skrull_(Earth-616),Public Identity,Good Characters,Green Eyes,Green Hair,Male Characters,,Living Characters,4,Jul-94,1994,281,20,0.2,Marvel
605159,Rover (Mutate),\/Rover_(Mutate)_(Earth-616),Secret Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,4,Jan-94,1994,281,20,0.2,Marvel
2181,Aloba Dastoor,\/Aloba_Dastoor_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,4,Feb-94,1994,281,20,0.2,Marvel
172438,Shellshock,\/wiki\/Shellshock_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Green Hair,Female Characters,,Living Characters,3,"1994, July",1994,230,20,0.15,DC
126309,Chrysalis,\/wiki\/Chrysalis_(New_Earth),Secret Identity,Good Characters,White Eyes,Brown Hair,Female Characters,,Living Characters,3,"1994, December",1994,230,20,0.15,DC
171444,Adam Kroft,\/wiki\/Adam_Kroft_(New_Earth),Secret Identity,Bad Characters,Black Eyes,,Male Characters,,Living Characters,3,"1994, November",1994,230,20,0.15,DC
172064,Bad Blood,\/wiki\/Bad_Blood_(New_Earth),Secret Identity,Bad Characters,,Grey Hair,Male Characters,,Deceased Characters,3,"1994, June",1994,230,20,0.15,DC
238775,Caliber,\/wiki\/Caliber_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,3,"1994, January",1994,230,20,0.15,DC
128126,Jonathan Naissi,\/wiki\/Jonathan_Naissi_(New_Earth),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,3,"1994, April",1994,230,20,0.15,DC
206453,Mirror Master IV,\/wiki\/Mirror_Master_IV_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,"1994, June",1994,230,20,0.15,DC
190760,Mohammed Ibn Bornu,\/wiki\/Mohammed_Ibn_Bornu_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,3,"1994, April",1994,230,20,0.15,DC
192109,Payback,\/wiki\/Payback_(New_Earth),Secret Identity,Bad Characters,Red Eyes,Green Hair,Male Characters,,Living Characters,3,"1994, June",1994,230,20,0.15,DC
206456,Peacemaker II,\/wiki\/Peacemaker_II_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,"1994, June",1994,230,20,0.15,DC
139526,Split,\/wiki\/Split_(New_Earth),Secret Identity,Bad Characters,White Eyes,Blond Hair,Male Characters,,Living Characters,3,"1994, July",1994,230,20,0.15,DC
138664,Bertron,\/wiki\/Bertron_(New_Earth),Public Identity,Neutral Characters,Black Eyes,,Male Characters,,Deceased Characters,3,"1994, May",1994,230,20,0.15,DC
52620,Crassus,\/wiki\/Crassus_(New_Earth),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,3,"1994, March",1994,230,20,0.15,DC
518423,Rosten,\/Rosten_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,3,Jan-94,1994,281,20,0.15,Marvel
171671,Barbara Gruber,\/Barbara_Gruber_(Earth-616),Secret Identity,Bad Characters,,Auburn Hair,Female Characters,,Living Characters,3,Jun-94,1994,281,20,0.15,Marvel
154868,Javelynn,\/Javelynn_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,3,Jan-94,1994,281,20,0.15,Marvel
16215,Jeannette Voleroux,\/Jeannette_Voleroux_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,3,May-94,1994,281,20,0.15,Marvel
247335,Schizo,\/Schizo_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Green Hair,Female Characters,,Living Characters,3,Mar-94,1994,281,20,0.15,Marvel
247318,Caitlin Maddox,\/Caitlin_Maddox_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,3,Jun-94,1994,281,20,0.15,Marvel
731385,Marta DuBois,\/Marta_DuBois_(Earth-616),Public Identity,Neutral Characters,,Black Hair,Female Characters,,Living Characters,3,Mar-94,1994,281,20,0.15,Marvel
406580,Karima,\/Karima_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,3,Dec-94,1994,281,20,0.15,Marvel
543483,88,\/88_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,3,Mar-94,1994,281,20,0.15,Marvel
530544,Latisha Arnold,\/Latisha_Arnold_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,3,Feb-94,1994,281,20,0.15,Marvel
463343,Macauley Sharpe,\/Macauley_Sharpe_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,3,May-94,1994,281,20,0.15,Marvel
534137,Trenton Sanders,\/Trenton_Sanders_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,3,Jan-94,1994,281,20,0.15,Marvel
555399,Abysss,\/Abysss_(Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,3,Jan-94,1994,281,20,0.15,Marvel
16757,Aron Nora,\/Aron_Nora_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,3,May-94,1994,281,20,0.15,Marvel
249900,Barton Ford,\/Barton_Ford_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,Aug-94,1994,281,20,0.15,Marvel
728625,Blowfly,\/Blowfly_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,,Male Characters,,Living Characters,3,Sep-94,1994,281,20,0.15,Marvel
439671,Brassknuckles,\/Brassknuckles_(Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,3,Feb-94,1994,281,20,0.15,Marvel
7667,David Anthony Rice,\/David_Anthony_Rice_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,Nov-94,1994,281,20,0.15,Marvel
16812,Efrain Normas,\/Efrain_Normas_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,3,May-94,1994,281,20,0.15,Marvel
169792,Kalum Lo,\/Kalum_Lo_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,3,Jan-94,1994,281,20,0.15,Marvel
418129,Matthew Beacher,\/Matthew_Beacher_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,3,Aug-94,1994,281,20,0.15,Marvel
28324,Shinar,\/Shinar_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,3,Sep-94,1994,281,20,0.15,Marvel
16489,Thomas Fink,\/Thomas_Fink_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,3,May-94,1994,281,20,0.15,Marvel
24394,Vlad Dracula (Bloodstorm One),\/Vlad_Dracula_(Bloodstorm_One)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,3,Feb-94,1994,281,20,0.15,Marvel
32965,Volkvhy,\/Volkvhy_(Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Living Characters,3,Nov-94,1994,281,20,0.15,Marvel
95430,William Amos,\/William_Amos_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,3,Jun-94,1994,281,20,0.15,Marvel
19304,David Christopher Bank,\/David_Christopher_Bank_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3,Dec-94,1994,281,20,0.15,Marvel
43608,Pelops,\/Pelops_(Earth-616),Secret Identity,Good Characters,Yellow Eyes,White Hair,Male Characters,,Deceased Characters,3,Mar-94,1994,281,20,0.15,Marvel
247325,Toxin (Underground Legion),\/Toxin_(Underground_Legion)_(Earth-616),Secret Identity,Good Characters,Green Eyes,No Hair,Male Characters,,Living Characters,3,Jun-94,1994,281,20,0.15,Marvel
638441,Archer Bryce,\/Archer_Bryce_(Earth-616),Public Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,3,Jun-94,1994,281,20,0.15,Marvel
533891,Bogart Jeffries,\/Bogart_Jeffries_(Earth-616),Public Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,3,Nov-94,1994,281,20,0.15,Marvel
19309,Dean Swayvrick,\/Dean_Swayvrick_(Earth-616),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Deceased Characters,3,Jan-94,1994,281,20,0.15,Marvel
195329,Zephyr,\/wiki\/Zephyr_(New_Earth),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,2,"1994, March",1994,230,20,0.1,DC
128368,Matthew Nieman,\/wiki\/Matthew_Nieman_(New_Earth),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,"1994, December",1994,230,20,0.1,DC
130378,Solomon Perggia,\/wiki\/Solomon_Perggia_(New_Earth),Public Identity,Bad Characters,,White Hair,Male Characters,,Deceased Characters,2,"1994, June",1994,230,20,0.1,DC
183536,Brain-Bandit,\/wiki\/Brain-Bandit_(New_Earth),Secret Identity,Bad Characters,Green Eyes,,Male Characters,,Living Characters,2,"1994, March",1994,230,20,0.1,DC
139533,Hardsell,\/wiki\/Hardsell_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2,"1994, October",1994,230,20,0.1,DC
15713,Kevin Crow Clone,\/wiki\/Kevin_Crow_Clone_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,"1994, January",1994,230,20,0.1,DC
139532,Mainline,\/wiki\/Mainline_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,"1994, October",1994,230,20,0.1,DC
190403,Megafire,\/wiki\/Megafire_(New_Earth),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,2,"1994, April",1994,230,20,0.1,DC
206458,Spellbinder II,\/wiki\/Spellbinder_II_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,"1994, June",1994,230,20,0.1,DC
246532,Drin,\/wiki\/Drin_(New_Earth),Secret Identity,Good Characters,,,Male Characters,,Deceased Characters,2,"1994, January",1994,230,20,0.1,DC
194069,Equinox,\/wiki\/Equinox_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,2,"1994, September",1994,230,20,0.1,DC
116733,Judomaster II,\/wiki\/Judomaster_II_(New_Earth),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2,"1994, March",1994,230,20,0.1,DC
18435,Afterburner,\/Afterburner_(Earth-616),Secret Identity,Bad Characters,,Green Hair,Female Characters,,Living Characters,2,Feb-94,1994,281,20,0.1,Marvel
247348,Lady Trident,\/Lady_Trident_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,2,Jul-94,1994,281,20,0.1,Marvel
530071,Murder (Sally),\/Murder_(Sally)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,2,Aug-94,1994,281,20,0.1,Marvel
530076,Thera (Shadow Consortium),\/Thera_(Shadow_Consortium)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,2,Sep-94,1994,281,20,0.1,Marvel
235916,Barbara Rave,\/Barbara_Rave_(Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,,Living Characters,2,Feb-94,1994,281,20,0.1,Marvel
534239,Fletcher,\/Fletcher_(Earth-616),Public Identity,Good Characters,,Grey Hair,Female Characters,,Living Characters,2,Dec-94,1994,281,20,0.1,Marvel
639634,Mara,\/Mara_(Earth-616),Public Identity,Good Characters,Black Eyes,,Female Characters,,Living Characters,2,Jul-94,1994,281,20,0.1,Marvel
255372,Shamari Asbery,\/Shamari_Asbery_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,2,Oct-94,1994,281,20,0.1,Marvel
247328,Touchstone,\/Touchstone_(Earth-616),Public Identity,Good Characters,,,Female Characters,,Living Characters,2,Jun-94,1994,281,20,0.1,Marvel
171617,Allegra,\/Allegra_(Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,2,Mar-94,1994,281,20,0.1,Marvel
18631,Wildwind,\/Wildwind_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,2,Jun-94,1994,281,20,0.1,Marvel
685238,Elsa Chandler,\/Elsa_Chandler_(Earth-616),Public Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,2,May-94,1994,281,20,0.1,Marvel
558751,Brilliant One,\/Brilliant_One_(Earth-616),Secret Identity,Neutral Characters,,,Female Characters,,Living Characters,2,Apr-94,1994,281,20,0.1,Marvel
